event_id,timestamp,firewall_name,action,direction,protocol,source_ip,source_port,destination_ip,destination_port,bytes_sent,bytes_received,duration_sec,country,alert_flag,rule_triggered
FW-201845,2026-06-15 07:53:42,FW-BRANCH-04,Block,Inbound,UDP,222.186.175.12,43919,192.168.1.51,1433,453,0,0,China,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-201844,2026-06-15 09:06:27,FW-CORE-01,Block,Inbound,UDP,179.43.128.55,43214,192.168.3.171,5432,447,0,0,Iran,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-201177,2026-06-15 11:15:45,FW-CORE-01,Allow,Outbound,HTTP,192.168.1.52,62910,103.119.212.21,8080,36334,52561,232,USA,None,ALLOW_OUTBOUND_WEB
FW-200219,2026-06-15 11:52:48,FW-EDGE-02,Allow,Outbound,HTTPS,192.168.3.144,48246,103.178.168.25,443,10100,85034,157,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200871,2026-06-15 12:27:31,FW-DMZ-03,Allow,Outbound,DNS,192.168.4.46,51259,103.200.67.137,8080,18042,134798,244,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200317,2026-06-15 12:43:24,FW-BRANCH-04,Allow,Outbound,HTTP,192.168.5.143,43459,103.111.31.66,443,20680,86077,116,UK,None,ALLOW_OUTBOUND_WEB
FW-200306,2026-06-15 13:56:33,FW-EDGE-02,Allow,Outbound,TCP,192.168.5.32,21714,103.100.250.122,53,6728,62808,261,India,None,ALLOW_OUTBOUND_WEB
FW-201195,2026-06-15 14:17:49,FW-EDGE-02,Allow,Outbound,TCP,192.168.5.32,16883,103.100.250.122,80,38812,2444,103,UK,None,ALLOW_OUTBOUND_WEB
FW-200499,2026-06-15 14:55:25,FW-BRANCH-04,Allow,Outbound,DNS,192.168.4.247,50843,103.35.62.67,443,11719,115011,207,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200747,2026-06-15 15:00:42,FW-EDGE-02,Allow,Outbound,HTTPS,192.168.2.245,11577,103.111.31.66,443,2189,64244,217,India,None,ALLOW_OUTBOUND_WEB
FW-200553,2026-06-15 16:23:15,FW-DMZ-03,Allow,Outbound,TCP,192.168.5.84,53606,103.167.121.211,443,45303,91773,186,India,None,ALLOW_OUTBOUND_WEB
FW-201047,2026-06-15 17:22:31,FW-EDGE-02,Allow,Outbound,DNS,192.168.5.24,45530,103.120.30.222,443,46599,127642,6,USA,None,ALLOW_OUTBOUND_WEB
FW-200738,2026-06-15 19:16:41,FW-BRANCH-04,Allow,Outbound,HTTPS,192.168.2.31,54188,103.54.198.215,443,3915,54194,78,UK,None,ALLOW_OUTBOUND_WEB
FW-200660,2026-06-15 19:43:47,FW-CORE-01,Allow,Outbound,HTTP,192.168.5.101,9132,103.136.15.213,443,47373,3089,196,USA,None,ALLOW_OUTBOUND_WEB
FW-202370,2026-06-15 19:46:59,FW-CORE-01,Block,Inbound,SSH,103.136.15.213,55791,192.168.5.86,25,104,0,0,Japan,None,BLOCK_INBOUND_DEFAULT
FW-201656,2026-06-15 19:51:45,FW-BRANCH-04,Block,Inbound,UDP,185.220.101.45,15195,192.168.1.242,23,287,0,0,Russia,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200090,2026-06-15 19:59:28,FW-EDGE-02,Allow,Outbound,HTTPS,192.168.5.101,32378,103.100.250.122,80,2154,44516,31,Singapore,None,ALLOW_OUTBOUND_WEB
FW-201961,2026-06-15 20:52:28,FW-CORE-01,Block,Inbound,TCP,194.165.16.72,55342,192.168.4.46,22,268,186,5,China,SSH_BruteForce,ALERT_SSH_BRUTEFORCE
FW-200910,2026-06-15 23:39:43,FW-CORE-01,Allow,Outbound,TCP,192.168.5.24,50042,103.111.31.66,80,14292,38942,264,India,None,ALLOW_OUTBOUND_WEB
FW-201062,2026-06-16 00:37:30,FW-CORE-01,Allow,Outbound,HTTPS,192.168.4.215,44317,103.193.107.148,53,28598,130937,132,India,None,ALLOW_OUTBOUND_WEB
FW-202298,2026-06-16 01:03:53,FW-DMZ-03,Block,Inbound,TCP,103.27.227.219,13346,192.168.4.129,3306,385,0,0,Germany,None,BLOCK_INBOUND_DEFAULT
FW-201929,2026-06-16 01:26:37,FW-DMZ-03,Block,Inbound,TCP,179.43.128.55,60873,192.168.1.52,139,289,0,0,Romania,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200412,2026-06-16 02:22:48,FW-EDGE-02,Allow,Outbound,HTTP,192.168.4.46,51262,103.32.90.240,80,31236,7176,10,India,None,ALLOW_OUTBOUND_WEB
FW-201859,2026-06-16 02:50:13,FW-CORE-01,Block,Inbound,UDP,45.33.32.156,12946,192.168.5.32,23,50,0,0,Iran,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200960,2026-06-16 04:19:46,FW-DMZ-03,Allow,Outbound,HTTPS,192.168.2.76,27140,103.191.85.218,8080,35845,53743,213,UK,None,ALLOW_OUTBOUND_WEB
FW-201057,2026-06-16 07:24:38,FW-CORE-01,Allow,Outbound,DNS,192.168.3.130,64062,103.23.171.237,443,27593,8497,158,India,None,ALLOW_OUTBOUND_WEB
FW-200632,2026-06-16 08:14:03,FW-CORE-01,Allow,Outbound,HTTP,192.168.1.212,47908,103.162.11.191,443,7655,193799,29,UK,None,ALLOW_OUTBOUND_WEB
FW-200071,2026-06-16 08:15:21,FW-EDGE-02,Allow,Outbound,TCP,192.168.2.123,54305,103.200.67.137,443,22057,60575,240,UK,None,ALLOW_OUTBOUND_WEB
FW-201960,2026-06-16 08:22:00,FW-EDGE-02,Block,Inbound,TCP,103.76.228.12,50988,192.168.5.86,22,127,52,0,Russia,SSH_BruteForce,ALERT_SSH_BRUTEFORCE
FW-200567,2026-06-16 08:59:58,FW-DMZ-03,Allow,Outbound,HTTPS,192.168.2.76,31442,103.32.90.240,53,10849,124401,163,Singapore,None,ALLOW_OUTBOUND_WEB
FW-202309,2026-06-16 09:05:48,FW-CORE-01,Block,Inbound,ICMP,103.154.107.126,42702,192.168.3.171,443,333,0,0,India,None,BLOCK_INBOUND_DEFAULT
FW-200420,2026-06-16 09:30:36,FW-EDGE-02,Allow,Outbound,HTTP,192.168.1.63,36323,103.9.14.127,443,9857,84815,76,UK,None,ALLOW_OUTBOUND_WEB
FW-200937,2026-06-16 09:39:55,FW-DMZ-03,Allow,Outbound,HTTPS,192.168.2.39,31542,103.148.183.188,80,45395,86993,95,Singapore,None,ALLOW_OUTBOUND_WEB
FW-201743,2026-06-16 09:50:29,FW-CORE-01,Block,Inbound,UDP,45.33.32.156,46351,192.168.3.73,3389,124,0,0,Romania,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-201661,2026-06-16 10:46:20,FW-BRANCH-04,Block,Inbound,TCP,198.199.119.148,2245,192.168.5.24,135,215,0,0,China,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200527,2026-06-16 11:01:38,FW-DMZ-03,Allow,Outbound,HTTPS,192.168.3.130,9194,103.178.168.25,443,25957,25000,132,USA,None,ALLOW_OUTBOUND_WEB
FW-200066,2026-06-16 11:49:01,FW-BRANCH-04,Allow,Outbound,DNS,192.168.5.86,34700,103.119.212.21,80,48057,173530,51,USA,None,ALLOW_OUTBOUND_WEB
FW-201766,2026-06-16 14:27:50,FW-EDGE-02,Block,Inbound,TCP,45.33.32.156,12213,192.168.4.46,23,219,0,0,Romania,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200555,2026-06-16 16:05:52,FW-EDGE-02,Allow,Outbound,DNS,192.168.2.144,33091,103.104.189.36,53,24271,148355,122,USA,None,ALLOW_OUTBOUND_WEB
FW-201865,2026-06-16 16:53:13,FW-BRANCH-04,Block,Inbound,TCP,222.186.175.12,3369,192.168.3.219,135,319,0,0,Russia,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200144,2026-06-16 17:05:34,FW-EDGE-02,Allow,Outbound,TCP,192.168.3.130,63448,103.23.25.148,80,39310,106507,214,UK,None,ALLOW_OUTBOUND_WEB
FW-200273,2026-06-16 17:44:47,FW-DMZ-03,Allow,Outbound,DNS,192.168.4.215,33283,103.38.77.136,53,19623,125506,249,India,None,ALLOW_OUTBOUND_WEB
FW-202294,2026-06-16 18:27:31,FW-EDGE-02,Block,Inbound,TCP,103.148.183.188,26604,192.168.4.204,80,348,0,0,Germany,None,BLOCK_INBOUND_DEFAULT
FW-201891,2026-06-16 19:12:52,FW-CORE-01,Block,Inbound,UDP,222.186.175.12,31663,192.168.5.32,139,492,0,0,Romania,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-202297,2026-06-16 20:55:48,FW-BRANCH-04,Block,Inbound,HTTPS,103.136.15.213,54437,192.168.5.84,5432,384,0,0,Brazil,None,BLOCK_INBOUND_DEFAULT
FW-200500,2026-06-16 20:57:11,FW-CORE-01,Allow,Outbound,TCP,192.168.1.66,9017,103.9.14.127,53,16003,69847,18,USA,None,ALLOW_OUTBOUND_WEB
FW-200067,2026-06-16 21:53:11,FW-BRANCH-04,Allow,Outbound,HTTP,192.168.1.63,36418,103.178.168.25,443,18549,95418,69,UK,None,ALLOW_OUTBOUND_WEB
FW-200919,2026-06-16 22:35:16,FW-EDGE-02,Allow,Outbound,TCP,192.168.2.158,20749,103.136.15.213,80,39076,102318,107,India,None,ALLOW_OUTBOUND_WEB
FW-200534,2026-06-16 23:54:32,FW-CORE-01,Allow,Outbound,TCP,192.168.3.171,12391,103.178.168.25,8080,49162,151970,101,India,None,ALLOW_OUTBOUND_WEB
FW-201995,2026-06-17 00:05:23,FW-BRANCH-04,Block,Inbound,TCP,91.191.209.33,29529,192.168.4.204,22,163,169,4,Russia,SSH_BruteForce,ALERT_SSH_BRUTEFORCE
FW-201197,2026-06-17 00:49:45,FW-EDGE-02,Allow,Outbound,HTTP,192.168.3.144,49358,103.154.107.126,80,27792,186985,100,India,None,ALLOW_OUTBOUND_WEB
FW-200981,2026-06-17 00:52:25,FW-CORE-01,Allow,Outbound,HTTPS,192.168.1.212,24251,103.177.126.15,443,26135,180239,51,Singapore,None,ALLOW_OUTBOUND_WEB
FW-202365,2026-06-17 01:25:21,FW-DMZ-03,Block,Inbound,RDP,103.9.14.127,16337,192.168.1.51,25,153,0,0,India,None,BLOCK_INBOUND_DEFAULT
FW-201015,2026-06-17 01:52:18,FW-BRANCH-04,Allow,Outbound,TCP,192.168.2.245,26755,103.104.189.36,53,36485,23808,239,Singapore,None,ALLOW_OUTBOUND_WEB
FW-201858,2026-06-17 03:19:57,FW-EDGE-02,Block,Inbound,UDP,179.43.128.55,25616,192.168.3.2,139,127,0,0,Iran,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-202135,2026-06-17 03:29:03,FW-EDGE-02,Block,Inbound,HTTPS,103.111.31.66,45297,192.168.5.215,3389,95,0,0,India,None,BLOCK_INBOUND_DEFAULT
FW-200498,2026-06-17 04:09:50,FW-BRANCH-04,Allow,Outbound,TCP,192.168.2.123,61547,103.1.16.204,8080,22932,158617,29,USA,None,ALLOW_OUTBOUND_WEB
FW-200798,2026-06-17 04:23:28,FW-DMZ-03,Allow,Outbound,TCP,192.168.4.131,30645,103.199.236.142,443,25078,55499,300,Singapore,None,ALLOW_OUTBOUND_WEB
FW-202002,2026-06-17 04:24:17,FW-CORE-01,Allow,Inbound,TCP,198.199.119.148,45100,192.168.2.144,22,157,100,3,China,SSH_BruteForce,ALERT_SSH_BRUTEFORCE
FW-202319,2026-06-17 05:09:00,FW-DMZ-03,Block,Inbound,HTTPS,103.156.136.64,1826,192.168.2.76,443,341,0,0,Germany,None,BLOCK_INBOUND_DEFAULT
FW-200516,2026-06-17 05:40:09,FW-CORE-01,Allow,Outbound,HTTPS,192.168.3.9,47638,103.120.30.222,8080,1126,183206,29,UK,None,ALLOW_OUTBOUND_WEB
FW-202079,2026-06-17 05:49:38,FW-EDGE-02,Block,Inbound,TCP,194.165.16.72,14275,192.168.3.144,3389,43,82,2,Romania,RDP_BruteForce,ALERT_RDP_BRUTEFORCE
FW-200315,2026-06-17 07:26:51,FW-DMZ-03,Allow,Outbound,DNS,192.168.5.84,57181,103.199.236.142,8080,13009,68232,192,USA,None,ALLOW_OUTBOUND_WEB
FW-200393,2026-06-17 07:44:21,FW-BRANCH-04,Allow,Outbound,HTTPS,192.168.3.2,33382,103.60.172.129,443,25464,104649,245,UK,None,ALLOW_OUTBOUND_WEB
FW-201024,2026-06-17 09:36:55,FW-EDGE-02,Allow,Outbound,HTTP,192.168.4.215,9246,103.113.153.181,443,9924,150982,42,UK,None,ALLOW_OUTBOUND_WEB
FW-200004,2026-06-17 09:52:02,FW-EDGE-02,Allow,Outbound,DNS,192.168.5.48,56431,103.23.42.43,53,16651,74522,45,Singapore,None,ALLOW_OUTBOUND_WEB
FW-201997,2026-06-17 10:06:37,FW-DMZ-03,Block,Inbound,TCP,222.186.175.12,33014,192.168.3.144,22,262,105,4,China,SSH_BruteForce,ALERT_SSH_BRUTEFORCE
FW-201893,2026-06-17 10:23:45,FW-EDGE-02,Block,Inbound,TCP,45.33.32.156,62596,192.168.4.129,445,443,0,0,China,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200800,2026-06-17 11:13:36,FW-CORE-01,Allow,Outbound,HTTP,192.168.1.85,12913,103.200.67.137,8080,42174,17172,186,UK,None,ALLOW_OUTBOUND_WEB
FW-201872,2026-06-17 11:45:12,FW-BRANCH-04,Block,Inbound,UDP,103.76.228.12,17893,192.168.4.247,23,201,0,0,Romania,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200858,2026-06-17 13:06:25,FW-DMZ-03,Allow,Outbound,TCP,192.168.2.39,27098,103.39.7.13,443,11497,54807,234,UK,None,ALLOW_OUTBOUND_WEB
FW-202059,2026-06-17 14:01:02,FW-EDGE-02,Block,Inbound,TCP,185.220.101.45,22424,192.168.2.158,3389,184,174,1,Romania,RDP_BruteForce,ALERT_RDP_BRUTEFORCE
FW-202234,2026-06-17 14:16:25,FW-EDGE-02,Block,Inbound,HTTPS,103.136.15.213,16194,192.168.3.144,21,270,0,0,Japan,None,BLOCK_INBOUND_DEFAULT
FW-201050,2026-06-17 15:43:11,FW-CORE-01,Allow,Outbound,DNS,192.168.1.51,12196,103.130.232.145,53,15273,52480,57,India,None,ALLOW_OUTBOUND_WEB
FW-201163,2026-06-17 16:51:48,FW-BRANCH-04,Allow,Outbound,DNS,192.168.3.73,45234,103.57.147.121,53,47078,2253,209,UK,None,ALLOW_OUTBOUND_WEB
FW-200297,2026-06-17 17:10:26,FW-CORE-01,Allow,Outbound,TCP,192.168.5.48,31519,103.193.150.243,53,16871,179686,72,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200869,2026-06-17 19:14:56,FW-EDGE-02,Allow,Outbound,DNS,192.168.1.206,35013,103.182.190.55,443,4070,136975,160,India,None,ALLOW_OUTBOUND_WEB
FW-200487,2026-06-17 19:22:13,FW-BRANCH-04,Allow,Outbound,HTTP,192.168.3.163,15827,103.54.198.215,8080,25402,88607,284,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200477,2026-06-18 00:33:50,FW-DMZ-03,Allow,Outbound,DNS,192.168.5.143,59086,103.35.62.67,8080,41473,170975,47,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200911,2026-06-18 00:38:54,FW-BRANCH-04,Allow,Outbound,HTTPS,192.168.5.24,2728,103.24.5.216,8080,49151,107255,117,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200909,2026-06-18 00:54:40,FW-DMZ-03,Allow,Outbound,DNS,192.168.3.73,59766,103.199.236.142,443,38437,112182,148,USA,None,ALLOW_OUTBOUND_WEB
FW-202266,2026-06-18 00:57:16,FW-EDGE-02,Block,Inbound,FTP,103.27.227.219,36622,192.168.3.144,8443,51,0,0,India,None,BLOCK_INBOUND_DEFAULT
FW-200521,2026-06-18 01:39:30,FW-EDGE-02,Allow,Outbound,DNS,192.168.2.62,42647,103.100.250.122,8080,15218,83895,76,UK,None,ALLOW_OUTBOUND_WEB
FW-201761,2026-06-18 02:36:08,FW-BRANCH-04,Block,Inbound,UDP,179.43.128.55,61229,192.168.2.144,5432,379,0,0,Russia,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200146,2026-06-18 02:37:33,FW-EDGE-02,Allow,Outbound,HTTPS,192.168.2.76,53902,103.38.77.136,53,24524,138906,278,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200302,2026-06-18 03:40:57,FW-DMZ-03,Allow,Outbound,DNS,192.168.3.163,44511,103.138.20.26,80,47046,130383,295,India,None,ALLOW_OUTBOUND_WEB
FW-202108,2026-06-18 03:56:08,FW-CORE-01,Allow,Outbound,HTTPS,192.168.5.24,36578,198.199.119.148,8443,24241782,125,323,China,Possible_Data_Exfiltration,ALERT_LARGE_OUTBOUND
FW-200924,2026-06-18 04:49:54,FW-CORE-01,Allow,Outbound,TCP,192.168.4.210,26124,103.113.153.181,8080,4230,78320,241,UK,None,ALLOW_OUTBOUND_WEB
FW-200855,2026-06-18 05:29:00,FW-CORE-01,Allow,Outbound,TCP,192.168.2.39,47334,103.199.236.142,8080,6695,108526,78,India,None,ALLOW_OUTBOUND_WEB
FW-201200,2026-06-18 07:11:40,FW-DMZ-03,Allow,Outbound,HTTP,192.168.3.9,58838,103.191.85.218,443,8652,153736,121,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200459,2026-06-18 07:21:27,FW-DMZ-03,Allow,Outbound,HTTPS,192.168.4.131,30775,103.138.20.26,53,20737,9175,130,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200282,2026-06-18 07:39:06,FW-EDGE-02,Allow,Outbound,HTTP,192.168.3.130,58886,103.35.62.67,8080,23157,165387,184,India,None,ALLOW_OUTBOUND_WEB
FW-200737,2026-06-18 09:09:05,FW-BRANCH-04,Allow,Outbound,HTTP,192.168.5.101,54936,103.180.3.62,80,5004,21408,3,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200358,2026-06-18 09:10:32,FW-DMZ-03,Allow,Outbound,HTTPS,192.168.1.52,8572,103.178.168.25,443,40887,119132,164,India,None,ALLOW_OUTBOUND_WEB
FW-200082,2026-06-18 11:09:44,FW-EDGE-02,Allow,Outbound,HTTP,192.168.2.62,40474,103.1.16.204,53,20795,22240,171,India,None,ALLOW_OUTBOUND_WEB
FW-202371,2026-06-18 11:10:56,FW-CORE-01,Block,Inbound,DNS,103.52.179.144,39465,192.168.5.86,25,150,0,0,Japan,None,BLOCK_INBOUND_DEFAULT
FW-202259,2026-06-18 13:04:50,FW-CORE-01,Block,Inbound,RDP,103.198.98.248,56241,192.168.4.131,5432,480,0,0,USA,None,BLOCK_INBOUND_DEFAULT
FW-200332,2026-06-18 13:12:16,FW-EDGE-02,Allow,Outbound,HTTP,192.168.2.31,37551,103.9.14.127,53,7032,1499,211,Singapore,None,ALLOW_OUTBOUND_WEB
FW-202153,2026-06-18 14:27:50,FW-DMZ-03,Block,Inbound,TCP,103.154.107.126,35147,192.168.3.171,80,347,0,0,Japan,None,BLOCK_INBOUND_DEFAULT
FW-200123,2026-06-18 14:47:07,FW-CORE-01,Allow,Outbound,HTTP,192.168.4.247,20198,103.194.232.7,53,10617,28902,169,Singapore,None,ALLOW_OUTBOUND_WEB
FW-202221,2026-06-18 16:09:41,FW-EDGE-02,Block,Inbound,HTTP,103.198.98.248,46444,192.168.3.219,25,298,0,0,Japan,None,BLOCK_INBOUND_DEFAULT
FW-200827,2026-06-18 16:33:25,FW-DMZ-03,Allow,Outbound,HTTP,192.168.5.101,40705,103.130.232.145,8080,43218,193785,279,India,None,ALLOW_OUTBOUND_WEB
FW-201091,2026-06-18 17:25:36,FW-EDGE-02,Allow,Outbound,HTTPS,192.168.1.85,6983,103.39.7.13,443,19315,193349,183,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200053,2026-06-18 19:11:08,FW-EDGE-02,Allow,Outbound,HTTPS,192.168.5.32,39756,103.60.172.129,53,36841,43738,67,UK,None,ALLOW_OUTBOUND_WEB
FW-200988,2026-06-18 19:30:38,FW-EDGE-02,Allow,Outbound,DNS,192.168.1.212,53766,103.60.172.129,53,8388,195029,28,UK,None,ALLOW_OUTBOUND_WEB
FW-200217,2026-06-18 19:48:13,FW-BRANCH-04,Allow,Outbound,DNS,192.168.3.9,14855,103.35.62.67,443,10913,69992,133,Singapore,None,ALLOW_OUTBOUND_WEB
FW-202314,2026-06-18 20:00:56,FW-EDGE-02,Block,Inbound,DNS,103.154.107.126,55688,192.168.4.204,53,97,0,0,USA,None,BLOCK_INBOUND_DEFAULT
FW-201115,2026-06-18 20:54:21,FW-DMZ-03,Allow,Outbound,DNS,192.168.3.73,33762,103.124.38.195,80,49102,144268,34,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200562,2026-06-18 22:19:19,FW-CORE-01,Allow,Outbound,DNS,192.168.2.245,25851,103.138.20.26,443,48603,185010,55,Singapore,None,ALLOW_OUTBOUND_WEB
FW-202252,2026-06-18 22:41:38,FW-DMZ-03,Block,Inbound,SSH,103.120.30.222,61762,192.168.3.163,443,215,0,0,Brazil,None,BLOCK_INBOUND_DEFAULT
FW-200710,2026-06-18 22:54:25,FW-CORE-01,Allow,Outbound,HTTP,192.168.4.215,40058,103.9.14.127,53,13992,70241,168,UK,None,ALLOW_OUTBOUND_WEB
FW-200108,2026-06-18 22:54:30,FW-BRANCH-04,Allow,Outbound,HTTP,192.168.4.131,19348,103.197.206.99,8080,25290,155540,224,USA,None,ALLOW_OUTBOUND_WEB
FW-200138,2026-06-18 23:59:52,FW-CORE-01,Allow,Outbound,HTTPS,192.168.3.73,35635,103.32.90.240,80,48595,124295,82,USA,None,ALLOW_OUTBOUND_WEB
FW-200885,2026-06-19 00:35:50,FW-EDGE-02,Allow,Outbound,TCP,192.168.5.24,24019,103.198.250.104,80,1854,74002,166,Singapore,None,ALLOW_OUTBOUND_WEB
FW-202123,2026-06-19 01:24:59,FW-DMZ-03,Allow,Outbound,FTP,192.168.4.210,48938,45.33.32.156,8443,7578254,333,309,Iran,Possible_Data_Exfiltration,ALERT_LARGE_OUTBOUND
FW-201713,2026-06-19 03:42:01,FW-CORE-01,Block,Inbound,TCP,194.165.16.72,41180,192.168.2.144,135,85,0,0,Romania,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200001,2026-06-19 03:58:30,FW-BRANCH-04,Allow,Outbound,DNS,192.168.3.163,20359,103.23.171.237,80,35651,72619,148,UK,None,ALLOW_OUTBOUND_WEB
FW-201706,2026-06-19 04:28:54,FW-EDGE-02,Block,Inbound,UDP,185.220.101.45,60235,192.168.3.171,139,258,0,0,China,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200113,2026-06-19 05:17:28,FW-EDGE-02,Allow,Outbound,HTTPS,192.168.3.73,55028,103.130.232.145,53,36613,31823,199,UK,None,ALLOW_OUTBOUND_WEB
FW-200280,2026-06-19 06:06:29,FW-BRANCH-04,Allow,Outbound,HTTPS,192.168.5.101,38034,103.54.198.215,443,48771,186680,236,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200099,2026-06-19 06:09:07,FW-CORE-01,Allow,Outbound,TCP,192.168.5.86,20044,103.111.31.66,53,46665,31759,145,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200027,2026-06-19 06:24:49,FW-DMZ-03,Allow,Outbound,DNS,192.168.3.2,24976,103.198.98.248,8080,48633,82680,118,India,None,ALLOW_OUTBOUND_WEB
FW-202239,2026-06-19 06:51:15,FW-CORE-01,Block,Inbound,HTTPS,103.138.20.26,13488,192.168.4.204,3389,230,0,0,India,None,BLOCK_INBOUND_DEFAULT
FW-200868,2026-06-19 07:02:01,FW-EDGE-02,Allow,Outbound,DNS,192.168.2.62,26997,103.113.153.181,8080,10855,69517,93,Singapore,None,ALLOW_OUTBOUND_WEB
FW-200130,2026-06-19 10:27:26,FW-CORE-01,Allow,Outbound,DNS,192.168.2.144,56991,103.27.227.219,443,19806,54978,57,Singapore,None,ALLOW_OUTBOUND_WEB
FW-201736,2026-06-19 11:14:56,FW-DMZ-03,Block,Inbound,TCP,45.33.32.156,10877,192.168.5.86,3389,476,0,0,Romania,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200506,2026-06-19 12:17:23,FW-EDGE-02,Allow,Outbound,TCP,192.168.5.84,55166,103.154.107.126,443,1837,68724,94,Singapore,None,ALLOW_OUTBOUND_WEB
FW-201008,2026-06-19 13:55:00,FW-BRANCH-04,Allow,Outbound,DNS,192.168.2.144,20671,103.1.16.204,443,37958,38605,28,India,None,ALLOW_OUTBOUND_WEB
FW-200975,2026-06-19 13:55:41,FW-CORE-01,Allow,Outbound,HTTP,192.168.3.163,9225,103.1.16.204,80,43126,2686,255,UK,None,ALLOW_OUTBOUND_WEB
FW-200162,2026-06-19 14:29:42,FW-DMZ-03,Allow,Outbound,HTTP,192.168.2.245,61820,103.92.195.254,80,27173,127164,218,USA,None,ALLOW_OUTBOUND_WEB
FW-202179,2026-06-19 15:12:49,FW-EDGE-02,Block,Inbound,UDP,103.100.250.122,20829,192.168.1.212,5432,199,0,0,Japan,None,BLOCK_INBOUND_DEFAULT
FW-202206,2026-06-19 15:50:46,FW-BRANCH-04,Block,Inbound,UDP,103.57.147.121,36521,192.168.2.144,143,499,0,0,Japan,None,BLOCK_INBOUND_DEFAULT
FW-200326,2026-06-19 17:02:18,FW-BRANCH-04,Allow,Outbound,HTTP,192.168.5.84,15689,103.23.25.148,80,39270,128897,111,UK,None,ALLOW_OUTBOUND_WEB
FW-201921,2026-06-19 17:42:51,FW-BRANCH-04,Block,Inbound,UDP,45.33.32.156,10755,192.168.4.129,139,417,0,0,Russia,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-200449,2026-06-19 17:43:33,FW-BRANCH-04,Allow,Outbound,DNS,192.168.3.163,9884,103.32.90.240,80,24954,175322,114,USA,None,ALLOW_OUTBOUND_WEB
FW-201183,2026-06-19 18:00:51,FW-DMZ-03,Allow,Outbound,HTTPS,192.168.2.144,53038,103.124.38.195,8080,47394,60831,290,India,None,ALLOW_OUTBOUND_WEB
FW-201013,2026-06-19 19:17:05,FW-DMZ-03,Allow,Outbound,DNS,192.168.1.85,29374,103.32.90.240,53,32177,10449,162,India,None,ALLOW_OUTBOUND_WEB
FW-200978,2026-06-19 20:13:40,FW-BRANCH-04,Allow,Outbound,TCP,192.168.3.2,35135,103.197.206.99,8080,18737,29678,210,USA,None,ALLOW_OUTBOUND_WEB
FW-200644,2026-06-19 20:53:57,FW-CORE-01,Allow,Outbound,DNS,192.168.2.62,33353,103.32.90.240,443,41163,99653,261,UK,None,ALLOW_OUTBOUND_WEB
FW-201935,2026-06-19 21:10:42,FW-DMZ-03,Block,Inbound,TCP,185.220.101.45,59907,192.168.3.130,3389,170,191,3,Romania,RDP_BruteForce,ALERT_RDP_BRUTEFORCE
FW-201158,2026-06-19 21:30:27,FW-EDGE-02,Allow,Outbound,DNS,192.168.5.143,12376,103.38.77.136,443,40930,96009,131,India,None,ALLOW_OUTBOUND_WEB
FW-201749,2026-06-19 23:26:03,FW-CORE-01,Block,Inbound,UDP,45.33.32.156,19305,192.168.3.163,5432,405,0,0,Romania,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-201788,2026-06-19 23:32:56,FW-EDGE-02,Block,Inbound,TCP,194.165.16.72,59745,192.168.5.48,22,218,0,0,Romania,Blocked_Suspicious_IP,BLOCK_BLACKLIST_IP
FW-201131,2026-06-20 01:12:45,FW-DMZ-03,Allow,Outbound,DNS,192.168.5.84,49413,103.100.250.122,80,3125,114162,187,USA,None,ALLOW_OUTBOUND_WEB
